Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Hombres;01 Andalucía;55 y más años;2020T2;376,2
Hombres;01 Andalucía;55 y más años;2020T1;381,4
Hombres;01 Andalucía;55 y más años;2019T4;376,6
Hombres;01 Andalucía;55 y más años;2019T3;364,8
Hombres;01 Andalucía;55 y más años;2019T2;367,6
Hombres;01 Andalucía;55 y más años;2019T1;358,1
Hombres;01 Andalucía;55 y más años;2018T4;355,1
Hombres;01 Andalucía;55 y más años;2018T3;350,8
Hombres;01 Andalucía;55 y más años;2018T2;346,1
Hombres;01 Andalucía;55 y más años;2018T1;346,2
Hombres;01 Andalucía;55 y más años;2017T4;342,1
Hombres;01 Andalucía;55 y más años;2017T3;348,1
Hombres;01 Andalucía;55 y más años;2017T2;344,2
Hombres;01 Andalucía;55 y más años;2017T1;340,5
Hombres;01 Andalucía;55 y más años;2016T4;331,8
Hombres;01 Andalucía;55 y más años;2016T3;324,3
Hombres;01 Andalucía;55 y más años;2016T2;318,8
Hombres;01 Andalucía;55 y más años;2016T1;313,9
Hombres;01 Andalucía;55 y más años;2015T4;319,2
Hombres;01 Andalucía;55 y más años;2015T3;302,2
Hombres;01 Andalucía;55 y más años;2015T2;304,9
Hombres;01 Andalucía;55 y más años;2015T1;298,9
Hombres;01 Andalucía;55 y más años;2014T4;300,8
Hombres;01 Andalucía;55 y más años;2014T3;292,5
Hombres;01 Andalucía;55 y más años;2014T2;281,7
Hombres;01 Andalucía;55 y más años;2014T1;286,6
Hombres;01 Andalucía;55 y más años;2013T4;281,3
Hombres;01 Andalucía;55 y más años;2013T3;274,8
Hombres;01 Andalucía;55 y más años;2013T2;267,9
Hombres;01 Andalucía;55 y más años;2013T1;257,8
Hombres;01 Andalucía;55 y más años;2012T4;259,2
Hombres;01 Andalucía;55 y más años;2012T3;257,3
Hombres;01 Andalucía;55 y más años;2012T2;255,6
Hombres;01 Andalucía;55 y más años;2012T1;260,1
Hombres;01 Andalucía;55 y más años;2011T4;268,2
Hombres;01 Andalucía;55 y más años;2011T3;262,1
Hombres;01 Andalucía;55 y más años;2011T2;256,1
Hombres;01 Andalucía;55 y más años;2011T1;254,1
Hombres;01 Andalucía;55 y más años;2010T4;251,3
Hombres;01 Andalucía;55 y más años;2010T3;255,9
Hombres;01 Andalucía;55 y más años;2010T2;259,9
Hombres;01 Andalucía;55 y más años;2010T1;258,9
Hombres;01 Andalucía;55 y más años;2009T4;255,4
Hombres;01 Andalucía;55 y más años;2009T3;247,8
Hombres;01 Andalucía;55 y más años;2009T2;251
Hombres;01 Andalucía;55 y más años;2009T1;254
Hombres;01 Andalucía;55 y más años;2008T4;246
Hombres;01 Andalucía;55 y más años;2008T3;241,5
Hombres;01 Andalucía;55 y más años;2008T2;238,5
Hombres;01 Andalucía;55 y más años;2008T1;235,5
Hombres;01 Andalucía;55 y más años;2007T4;230,3
Hombres;01 Andalucía;55 y más años;2007T3;234,9
Hombres;01 Andalucía;55 y más años;2007T2;228,1
Hombres;01 Andalucía;55 y más años;2007T1;227,7
Hombres;01 Andalucía;55 y más años;2006T4;220,3
Hombres;01 Andalucía;55 y más años;2006T3;215,1
Hombres;01 Andalucía;55 y más años;2006T2;222,2
Hombres;01 Andalucía;55 y más años;2006T1;225,9
Hombres;01 Andalucía;55 y más años;2005T4;222,7
Hombres;01 Andalucía;55 y más años;2005T3;203,1
Hombres;01 Andalucía;55 y más años;2005T2;216,2
Hombres;01 Andalucía;55 y más años;2005T1;219,4
Hombres;01 Andalucía;55 y más años;2004T4;216,6
Hombres;01 Andalucía;55 y más años;2004T3;208,2
Hombres;01 Andalucía;55 y más años;2004T2;210,6
Hombres;01 Andalucía;55 y más años;2004T1;211,9
Hombres;01 Andalucía;55 y más años;2003T4;206,8
Hombres;01 Andalucía;55 y más años;2003T3;203,6
Hombres;01 Andalucía;55 y más años;2003T2;196,7
Hombres;01 Andalucía;55 y más años;2003T1;201,2
Hombres;01 Andalucía;55 y más años;2002T4;199,5
Hombres;01 Andalucía;55 y más años;2002T3;200,1
Hombres;01 Andalucía;55 y más años;2002T2;194,5
Hombres;01 Andalucía;55 y más años;2002T1;189,6
Hombres;02 Aragón;Total;2023T3;343,9
Hombres;02 Aragón;Total;2023T2;342,4
Hombres;02 Aragón;Total;2023T1;337,6
Hombres;02 Aragón;Total;2022T4;342,8
Hombres;02 Aragón;Total;2022T3;341,8
Hombres;02 Aragón;Total;2022T2;337,4
Hombres;02 Aragón;Total;2022T1;343,7
Hombres;02 Aragón;Total;2021T4;340,2
Hombres;02 Aragón;Total;2021T3;342,9
Hombres;02 Aragón;Total;2021T2;339,8
Hombres;02 Aragón;Total;2021T1;345,7
Hombres;02 Aragón;Total;2020T4;346,3
Hombres;02 Aragón;Total;2020T3;345,3
Hombres;02 Aragón;Total;2020T2;342,9
Hombres;02 Aragón;Total;2020T1;347,9
Hombres;02 Aragón;Total;2019T4;353,9
Hombres;02 Aragón;Total;2019T3;358,9
Hombres;02 Aragón;Total;2019T2;352,7
Hombres;02 Aragón;Total;2019T1;351,8
Hombres;02 Aragón;Total;2018T4;350,3
Hombres;02 Aragón;Total;2018T3;346,9
Hombres;02 Aragón;Total;2018T2;345,5
Hombres;02 Aragón;Total;2018T1;344,3
Hombres;02 Aragón;Total;2017T4;345,1
Hombres;02 Aragón;Total;2017T3;346,9
Hombres;02 Aragón;Total;2017T2;348,1
Hombres;02 Aragón;Total;2017T1;347,6
Hombres;02 Aragón;Total;2016T4;352
Hombres;02 Aragón;Total;2016T3;353,7
Hombres;02 Aragón;Total;2016T2;349,3
Hombres;02 Aragón;Total;2016T1;349,5
Hombres;02 Aragón;Total;2015T4;350,1
Hombres;02 Aragón;Total;2015T3;353,3
Hombres;02 Aragón;Total;2015T2;356
Hombres;02 Aragón;Total;2015T1;352,4
Hombres;02 Aragón;Total;2014T4;355,1
Hombres;02 Aragón;Total;2014T3;354,4
Hombres;02 Aragón;Total;2014T2;356,5
Hombres;02 Aragón;Total;2014T1;353
Hombres;02 Aragón;Total;2013T4;354
Hombres;02 Aragón;Total;2013T3;358,3
Hombres;02 Aragón;Total;2013T2;356,3
Hombres;02 Aragón;Total;2013T1;363,1
Hombres;02 Aragón;Total;2012T4;369,4
Hombres;02 Aragón;Total;2012T3;371,1
Hombres;02 Aragón;Total;2012T2;372,2
Hombres;02 Aragón;Total;2012T1;367,1
Hombres;02 Aragón;Total;2011T4;368,5
Hombres;02 Aragón;Total;2011T3;371,2
Hombres;02 Aragón;Total;2011T2;373,5
Hombres;02 Aragón;Total;2011T1;367,8
Hombres;02 Aragón;Total;2010T4;368,7
Hombres;02 Aragón;Total;2010T3;371,2
Hombres;02 Aragón;Total;2010T2;373,9
Hombres;02 Aragón;Total;2010T1;376,5
Hombres;02 Aragón;Total;2009T4;379,1
Hombres;02 Aragón;Total;2009T3;377,4
Hombres;02 Aragón;Total;2009T2;381,1
Hombres;02 Aragón;Total;2009T1;387,4
Hombres;02 Aragón;Total;2008T4;388,4
Hombres;02 Aragón;Total;2008T3;385,4
Hombres;02 Aragón;Total;2008T2;392
Hombres;02 Aragón;Total;2008T1;383,4
Hombres;02 Aragón;Total;2007T4;381,2
Hombres;02 Aragón;Total;2007T3;383,1
Hombres;02 Aragón;Total;2007T2;379,2
Hombres;02 Aragón;Total;2007T1;368,6
Hombres;02 Aragón;Total;2006T4;364
Hombres;02 Aragón;Total;2006T3;364,6
Hombres;02 Aragón;Total;2006T2;369,2
Hombres;02 Aragón;Total;2006T1;359,6
Hombres;02 Aragón;Total;2005T4;364,2
Hombres;02 Aragón;Total;2005T3;369,3
Hombres;02 Aragón;Total;2005T2;366,1
Hombres;02 Aragón;Total;2005T1;359,2
Hombres;02 Aragón;Total;2004T4;350,7
Hombres;02 Aragón;Total;2004T3;349,5
Hombres;02 Aragón;Total;2004T2;345,5
Hombres;02 Aragón;Total;2004T1;345
Hombres;02 Aragón;Total;2003T4;339,1
Hombres;02 Aragón;Total;2003T3;343,8
Hombres;02 Aragón;Total;2003T2;340,2
Hombres;02 Aragón;Total;2003T1;337,3
Hombres;02 Aragón;Total;2002T4;338,1
Hombres;02 Aragón;Total;2002T3;332,2
Hombres;02 Aragón;Total;2002T2;328,3
Hombres;02 Aragón;Total;2002T1;325,8
Hombres;02 Aragón;De 16 a 19 años;2023T3;4,3
Hombres;02 Aragón;De 16 a 19 años;2023T2;3,2
Hombres;02 Aragón;De 16 a 19 años;2023T1;4,1
Hombres;02 Aragón;De 16 a 19 años;2022T4;5,6
Hombres;02 Aragón;De 16 a 19 años;2022T3;6,8
Hombres;02 Aragón;De 16 a 19 años;2022T2;5,5
Hombres;02 Aragón;De 16 a 19 años;2022T1;6
Hombres;02 Aragón;De 16 a 19 años;2021T4;4,8
Hombres;02 Aragón;De 16 a 19 años;2021T3;5,2
Hombres;02 Aragón;De 16 a 19 años;2021T2;5,2
Hombres;02 Aragón;De 16 a 19 años;2021T1;3,9
Hombres;02 Aragón;De 16 a 19 años;2020T4;3,8
Hombres;02 Aragón;De 16 a 19 años;2020T3;4,8
Hombres;02 Aragón;De 16 a 19 años;2020T2;4,8
Hombres;02 Aragón;De 16 a 19 años;2020T1;3,7
Hombres;02 Aragón;De 16 a 19 años;2019T4;5,5
Hombres;02 Aragón;De 16 a 19 años;2019T3;4,4
Hombres;02 Aragón;De 16 a 19 años;2019T2;3,7
Hombres;02 Aragón;De 16 a 19 años;2019T1;4,6
Hombres;02 Aragón;De 16 a 19 años;2018T4;4,9
Hombres;02 Aragón;De 16 a 19 años;2018T3;5,3
Hombres;02 Aragón;De 16 a 19 años;2018T2;4,4
Hombres;02 Aragón;De 16 a 19 años;2018T1;4,7
Hombres;02 Aragón;De 16 a 19 años;2017T4;3,3
Hombres;02 Aragón;De 16 a 19 años;2017T3;4,6
Hombres;02 Aragón;De 16 a 19 años;2017T2;4,1
Hombres;02 Aragón;De 16 a 19 años;2017T1;3,4
Hombres;02 Aragón;De 16 a 19 años;2016T4;3,9
Hombres;02 Aragón;De 16 a 19 años;2016T3;3,7
Hombres;02 Aragón;De 16 a 19 años;2016T2;2,3
Hombres;02 Aragón;De 16 a 19 años;2016T1;3,2
Hombres;02 Aragón;De 16 a 19 años;2015T4;2,2
Hombres;02 Aragón;De 16 a 19 años;2015T3;4
Hombres;02 Aragón;De 16 a 19 años;2015T2;3,5
Hombres;02 Aragón;De 16 a 19 años;2015T1;2,9
Hombres;02 Aragón;De 16 a 19 años;2014T4;3,2
Hombres;02 Aragón;De 16 a 19 años;2014T3;3,5
Hombres;02 Aragón;De 16 a 19 años;2014T2;4,4
Hombres;02 Aragón;De 16 a 19 años;2014T1;4
Hombres;02 Aragón;De 16 a 19 años;2013T4;5,4
Hombres;02 Aragón;De 16 a 19 años;2013T3;6,1
Hombres;02 Aragón;De 16 a 19 años;2013T2;4
Hombres;02 Aragón;De 16 a 19 años;2013T1;5,2
Hombres;02 Aragón;De 16 a 19 años;2012T4;3,4
Hombres;02 Aragón;De 16 a 19 años;2012T3;4
Hombres;02 Aragón;De 16 a 19 años;2012T2;4,6
Hombres;02 Aragón;De 16 a 19 años;2012T1;3,5
Hombres;02 Aragón;De 16 a 19 años;2011T4;3,5
Hombres;02 Aragón;De 16 a 19 años;2011T3;6,3
Hombres;02 Aragón;De 16 a 19 años;2011T2;5,3
Hombres;02 Aragón;De 16 a 19 años;2011T1;3,3
Hombres;02 Aragón;De 16 a 19 años;2010T4;4,2
Hombres;02 Aragón;De 16 a 19 años;2010T3;5,1
Hombres;02 Aragón;De 16 a 19 años;2010T2;6,6
Hombres;02 Aragón;De 16 a 19 años;2010T1;6,3
Hombres;02 Aragón;De 16 a 19 años;2009T4;6,1
Hombres;02 Aragón;De 16 a 19 años;2009T3;6,8
Hombres;02 Aragón;De 16 a 19 años;2009T2;5,6
Hombres;02 Aragón;De 16 a 19 años;2009T1;8,3
Hombres;02 Aragón;De 16 a 19 años;2008T4;7,8
Hombres;02 Aragón;De 16 a 19 años;2008T3;7,9
Hombres;02 Aragón;De 16 a 19 años;2008T2;7,7
Hombres;02 Aragón;De 16 a 19 años;2008T1;8,5
Hombres;02 Aragón;De 16 a 19 años;2007T4;7,9
Hombres;02 Aragón;De 16 a 19 años;2007T3;10,3
Hombres;02 Aragón;De 16 a 19 años;2007T2;8,4
Hombres;02 Aragón;De 16 a 19 años;2007T1;7,7
Hombres;02 Aragón;De 16 a 19 años;2006T4;6,9
Hombres;02 Aragón;De 16 a 19 años;2006T3;6,7
Hombres;02 Aragón;De 16 a 19 años;2006T2;7,5
Hombres;02 Aragón;De 16 a 19 años;2006T1;6,7
Hombres;02 Aragón;De 16 a 19 años;2005T4;6,7
Hombres;02 Aragón;De 16 a 19 años;2005T3;11
Hombres;02 Aragón;De 16 a 19 años;2005T2;8,2
Hombres;02 Aragón;De 16 a 19 años;2005T1;10,5
Hombres;02 Aragón;De 16 a 19 años;2004T4;7,6
Hombres;02 Aragón;De 16 a 19 años;2004T3;8
Hombres;02 Aragón;De 16 a 19 años;2004T2;5,6
Hombres;02 Aragón;De 16 a 19 años;2004T1;5,8
Hombres;02 Aragón;De 16 a 19 años;2003T4;4,6
Hombres;02 Aragón;De 16 a 19 años;2003T3;7
Hombres;02 Aragón;De 16 a 19 años;2003T2;6,5
Hombres;02 Aragón;De 16 a 19 años;2003T1;7,4
Hombres;02 Aragón;De 16 a 19 años;2002T4;8,2
Hombres;02 Aragón;De 16 a 19 años;2002T3;8,3
Hombres;02 Aragón;De 16 a 19 años;2002T2;6,4
Hombres;02 Aragón;De 16 a 19 años;2002T1;6,2
Hombres;02 Aragón;De 20 a 24 años;2023T3;22,2
Hombres;02 Aragón;De 20 a 24 años;2023T2;21,9
Hombres;02 Aragón;De 20 a 24 años;2023T1;18,3
Hombres;02 Aragón;De 20 a 24 años;2022T4;19,1
Hombres;02 Aragón;De 20 a 24 años;2022T3;20,2
Hombres;02 Aragón;De 20 a 24 años;2022T2;17,5
Hombres;02 Aragón;De 20 a 24 años;2022T1;20,7
Hombres;02 Aragón;De 20 a 24 años;2021T4;20
Hombres;02 Aragón;De 20 a 24 años;2021T3;19,2
Hombres;02 Aragón;De 20 a 24 años;2021T2;17,6
Hombres;02 Aragón;De 20 a 24 años;2021T1;20,7
Hombres;02 Aragón;De 20 a 24 años;2020T4;21,5
Hombres;02 Aragón;De 20 a 24 años;2020T3;21,2
Hombres;02 Aragón;De 20 a 24 años;2020T2;19,5
Hombres;02 Aragón;De 20 a 24 años;2020T1;19,8
Hombres;02 Aragón;De 20 a 24 años;2019T4;20,5
Hombres;02 Aragón;De 20 a 24 años;2019T3;22,8
Hombres;02 Aragón;De 20 a 24 años;2019T2;20,2
Hombres;02 Aragón;De 20 a 24 años;2019T1;19,2
Hombres;02 Aragón;De 20 a 24 años;2018T4;19,2
Hombres;02 Aragón;De 20 a 24 años;2018T3;18,6
Hombres;02 Aragón;De 20 a 24 años;2018T2;18,6
Hombres;02 Aragón;De 20 a 24 años;2018T1;16,8
Hombres;02 Aragón;De 20 a 24 años;2017T4;15,9
Hombres;02 Aragón;De 20 a 24 años;2017T3;18,9
Hombres;02 Aragón;De 20 a 24 años;2017T2;17,2
Hombres;02 Aragón;De 20 a 24 años;2017T1;17,7
Hombres;02 Aragón;De 20 a 24 años;2016T4;19,4
Hombres;02 Aragón;De 20 a 24 años;2016T3;19,3
Hombres;02 Aragón;De 20 a 24 años;2016T2;18
Hombres;02 Aragón;De 20 a 24 años;2016T1;17,2
Hombres;02 Aragón;De 20 a 24 años;2015T4;18,3
Hombres;02 Aragón;De 20 a 24 años;2015T3;18
Hombres;02 Aragón;De 20 a 24 años;2015T2;18,5
Hombres;02 Aragón;De 20 a 24 años;2015T1;17,1
Hombres;02 Aragón;De 20 a 24 años;2014T4;17,9
Hombres;02 Aragón;De 20 a 24 años;2014T3;18,2
Hombres;02 Aragón;De 20 a 24 años;2014T2;17,4
Hombres;02 Aragón;De 20 a 24 años;2014T1;15,9
Hombres;02 Aragón;De 20 a 24 años;2013T4;17,1
Hombres;02 Aragón;De 20 a 24 años;2013T3;19,9
Hombres;02 Aragón;De 20 a 24 años;2013T2;19
Hombres;02 Aragón;De 20 a 24 años;2013T1;19,1
Hombres;02 Aragón;De 20 a 24 años;2012T4;18,8
Hombres;02 Aragón;De 20 a 24 años;2012T3;22,3
Hombres;02 Aragón;De 20 a 24 años;2012T2;21,1
Hombres;02 Aragón;De 20 a 24 años;2012T1;19,3
Hombres;02 Aragón;De 20 a 24 años;2011T4;21,4
Hombres;02 Aragón;De 20 a 24 años;2011T3;23,7
Hombres;02 Aragón;De 20 a 24 años;2011T2;23
Hombres;02 Aragón;De 20 a 24 años;2011T1;22
Hombres;02 Aragón;De 20 a 24 años;2010T4;23,9
Hombres;02 Aragón;De 20 a 24 años;2010T3;25
Hombres;02 Aragón;De 20 a 24 años;2010T2;23,4
Hombres;02 Aragón;De 20 a 24 años;2010T1;23,8
Hombres;02 Aragón;De 20 a 24 años;2009T4;23,7
Hombres;02 Aragón;De 20 a 24 años;2009T3;24,7
Hombres;02 Aragón;De 20 a 24 años;2009T2;25,7
Hombres;02 Aragón;De 20 a 24 años;2009T1;27,1
Hombres;02 Aragón;De 20 a 24 años;2008T4;27,5
Hombres;02 Aragón;De 20 a 24 años;2008T3;26,4
Hombres;02 Aragón;De 20 a 24 años;2008T2;29,6
Hombres;02 Aragón;De 20 a 24 años;2008T1;26,9
Hombres;02 Aragón;De 20 a 24 años;2007T4;27,6
Hombres;02 Aragón;De 20 a 24 años;2007T3;29,5
Hombres;02 Aragón;De 20 a 24 años;2007T2;29,2
Hombres;02 Aragón;De 20 a 24 años;2007T1;27,3
Hombres;02 Aragón;De 20 a 24 años;2006T4;27,6
Hombres;02 Aragón;De 20 a 24 años;2006T3;28,8
Hombres;02 Aragón;De 20 a 24 años;2006T2;28,2
Hombres;02 Aragón;De 20 a 24 años;2006T1;26,1
Hombres;02 Aragón;De 20 a 24 años;2005T4;27,6
Hombres;02 Aragón;De 20 a 24 años;2005T3;28,7
Hombres;02 Aragón;De 20 a 24 años;2005T2;30,8
Hombres;02 Aragón;De 20 a 24 años;2005T1;28
Hombres;02 Aragón;De 20 a 24 años;2004T4;26,1
Hombres;02 Aragón;De 20 a 24 años;2004T3;27,7
Hombres;02 Aragón;De 20 a 24 años;2004T2;26,1
Hombres;02 Aragón;De 20 a 24 años;2004T1;26,4
Hombres;02 Aragón;De 20 a 24 años;2003T4;27,2
Hombres;02 Aragón;De 20 a 24 años;2003T3;28,5
Hombres;02 Aragón;De 20 a 24 años;2003T2;26,7
Hombres;02 Aragón;De 20 a 24 años;2003T1;26,8
Hombres;02 Aragón;De 20 a 24 años;2002T4;27
Hombres;02 Aragón;De 20 a 24 años;2002T3;25,9
Hombres;02 Aragón;De 20 a 24 años;2002T2;26,4
Hombres;02 Aragón;De 20 a 24 años;2002T1;27,5
Hombres;02 Aragón;De 25 a 34 años;2023T3;63,3
Hombres;02 Aragón;De 25 a 34 años;2023T2;63
Hombres;02 Aragón;De 25 a 34 años;2023T1;61
Hombres;02 Aragón;De 25 a 34 años;2022T4;62,8
Hombres;02 Aragón;De 25 a 34 años;2022T3;61,2
Hombres;02 Aragón;De 25 a 34 años;2022T2;61,1
Hombres;02 Aragón;De 25 a 34 años;2022T1;60,4
Hombres;02 Aragón;De 25 a 34 años;2021T4;61,2
Hombres;02 Aragón;De 25 a 34 años;2021T3;60,6
Hombres;02 Aragón;De 25 a 34 años;2021T2;60,2
Hombres;02 Aragón;De 25 a 34 años;2021T1;62,4
Hombres;02 Aragón;De 25 a 34 años;2020T4;61
Hombres;02 Aragón;De 25 a 34 años;2020T3;62
Hombres;02 Aragón;De 25 a 34 años;2020T2;61,9
Hombres;02 Aragón;De 25 a 34 años;2020T1;63,8
Hombres;02 Aragón;De 25 a 34 años;2019T4;66,1
Hombres;02 Aragón;De 25 a 34 años;2019T3;65,6
Hombres;02 Aragón;De 25 a 34 años;2019T2;65,5
Hombres;02 Aragón;De 25 a 34 años;2019T1;66,9
Hombres;02 Aragón;De 25 a 34 años;2018T4;65,4
Hombres;02 Aragón;De 25 a 34 años;2018T3;65,2
Hombres;02 Aragón;De 25 a 34 años;2018T2;63,8
Hombres;02 Aragón;De 25 a 34 años;2018T1;63,7
Hombres;02 Aragón;De 25 a 34 años;2017T4;65,6
Hombres;02 Aragón;De 25 a 34 años;2017T3;67
Hombres;02 Aragón;De 25 a 34 años;2017T2;67,2
Hombres;02 Aragón;De 25 a 34 años;2017T1;67
Hombres;02 Aragón;De 25 a 34 años;2016T4;66,4
Hombres;02 Aragón;De 25 a 34 años;2016T3;68
Hombres;02 Aragón;De 25 a 34 años;2016T2;64,9
Hombres;02 Aragón;De 25 a 34 años;2016T1;66,9
Hombres;02 Aragón;De 25 a 34 años;2015T4;68,2
Hombres;02 Aragón;De 25 a 34 años;2015T3;70,6
Hombres;02 Aragón;De 25 a 34 años;2015T2;71,6
Hombres;02 Aragón;De 25 a 34 años;2015T1;73,5
Hombres;02 Aragón;De 25 a 34 años;2014T4;75,1
Hombres;02 Aragón;De 25 a 34 años;2014T3;76,7
Hombres;02 Aragón;De 25 a 34 años;2014T2;78,9
Hombres;02 Aragón;De 25 a 34 años;2014T1;80,2
Hombres;02 Aragón;De 25 a 34 años;2013T4;77,7
Hombres;02 Aragón;De 25 a 34 años;2013T3;80,3
Hombres;02 Aragón;De 25 a 34 años;2013T2;82,9
Hombres;02 Aragón;De 25 a 34 años;2013T1;84,5
Hombres;02 Aragón;De 25 a 34 años;2012T4;86,1
Hombres;02 Aragón;De 25 a 34 años;2012T3;87,6
Hombres;02 Aragón;De 25 a 34 años;2012T2;88,2
Hombres;02 Aragón;De 25 a 34 años;2012T1;85,7
Hombres;02 Aragón;De 25 a 34 años;2011T4;88,6
Hombres;02 Aragón;De 25 a 34 años;2011T3;89,5
Hombres;02 Aragón;De 25 a 34 años;2011T2;91,7
Hombres;02 Aragón;De 25 a 34 años;2011T1;92,2
Hombres;02 Aragón;De 25 a 34 años;2010T4;94,6
Hombres;02 Aragón;De 25 a 34 años;2010T3;94
Hombres;02 Aragón;De 25 a 34 años;2010T2;95,6
Hombres;02 Aragón;De 25 a 34 años;2010T1;96,2
Hombres;02 Aragón;De 25 a 34 años;2009T4;99,2
Hombres;02 Aragón;De 25 a 34 años;2009T3;97,7
Hombres;02 Aragón;De 25 a 34 años;2009T2;100,1
Hombres;02 Aragón;De 25 a 34 años;2009T1;104,2
Hombres;02 Aragón;De 25 a 34 años;2008T4;105,9
Hombres;02 Aragón;De 25 a 34 años;2008T3;105,5
Hombres;02 Aragón;De 25 a 34 años;2008T2;106,3
Hombres;02 Aragón;De 25 a 34 años;2008T1;105,4
Hombres;02 Aragón;De 25 a 34 años;2007T4;106,5
Hombres;02 Aragón;De 25 a 34 años;2007T3;104,1
Hombres;02 Aragón;De 25 a 34 años;2007T2;105,9
Hombres;02 Aragón;De 25 a 34 años;2007T1;104
Hombres;02 Aragón;De 25 a 34 años;2006T4;103,3
Hombres;02 Aragón;De 25 a 34 años;2006T3;101,7
Hombres;02 Aragón;De 25 a 34 años;2006T2;103
Hombres;02 Aragón;De 25 a 34 años;2006T1;102,5
Hombres;02 Aragón;De 25 a 34 años;2005T4;102,6
Hombres;02 Aragón;De 25 a 34 años;2005T3;102,5
Hombres;02 Aragón;De 25 a 34 años;2005T2;100,5
Hombres;02 Aragón;De 25 a 34 años;2005T1;98,2
Hombres;02 Aragón;De 25 a 34 años;2004T4;98,5
Hombres;02 Aragón;De 25 a 34 años;2004T3;97,3
Hombres;02 Aragón;De 25 a 34 años;2004T2;96
Hombres;02 Aragón;De 25 a 34 años;2004T1;95,1
Hombres;02 Aragón;De 25 a 34 años;2003T4;94,7
Hombres;02 Aragón;De 25 a 34 años;2003T3;95,6
Hombres;02 Aragón;De 25 a 34 años;2003T2;93,5
Hombres;02 Aragón;De 25 a 34 años;2003T1;93,9
Hombres;02 Aragón;De 25 a 34 años;2002T4;95,1
Hombres;02 Aragón;De 25 a 34 años;2002T3;92,8
Hombres;02 Aragón;De 25 a 34 años;2002T2;93
Hombres;02 Aragón;De 25 a 34 años;2002T1;91,4
Hombres;02 Aragón;De 35 a 44 años;2023T3;79,4
Hombres;02 Aragón;De 35 a 44 años;2023T2;81,4
Hombres;02 Aragón;De 35 a 44 años;2023T1;82,1
Hombres;02 Aragón;De 35 a 44 años;2022T4;82,9
Hombres;02 Aragón;De 35 a 44 años;2022T3;83,7
Hombres;02 Aragón;De 35 a 44 años;2022T2;84,8
Hombres;02 Aragón;De 35 a 44 años;2022T1;85,1
Hombres;02 Aragón;De 35 a 44 años;2021T4;86,2
Hombres;02 Aragón;De 35 a 44 años;2021T3;86,9
Hombres;02 Aragón;De 35 a 44 años;2021T2;86
Hombres;02 Aragón;De 35 a 44 años;2021T1;88,3
Hombres;02 Aragón;De 35 a 44 años;2020T4;89,2
Hombres;02 Aragón;De 35 a 44 años;2020T3;90,6
Hombres;02 Aragón;De 35 a 44 años;2020T2;90,9
Hombres;02 Aragón;De 35 a 44 años;2020T1;93,9
Hombres;02 Aragón;De 35 a 44 años;2019T4;95,5
Hombres;02 Aragón;De 35 a 44 años;2019T3;96,6
Hombres;02 Aragón;De 35 a 44 años;2019T2;96
Hombres;02 Aragón;De 35 a 44 años;2019T1;96,2
Hombres;02 Aragón;De 35 a 44 años;2018T4;97,7
Hombres;02 Aragón;De 35 a 44 años;2018T3;97,3
Hombres;02 Aragón;De 35 a 44 años;2018T2;97,8
Hombres;02 Aragón;De 35 a 44 años;2018T1;98,8
Hombres;02 Aragón;De 35 a 44 años;2017T4;100
Hombres;02 Aragón;De 35 a 44 años;2017T3;99,4
Hombres;02 Aragón;De 35 a 44 años;2017T2;99,8
Hombres;02 Aragón;De 35 a 44 años;2017T1;101,7
Hombres;02 Aragón;De 35 a 44 años;2016T4;101
Hombres;02 Aragón;De 35 a 44 años;2016T3;103
Hombres;02 Aragón;De 35 a 44 años;2016T2;103,5
Hombres;02 Aragón;De 35 a 44 años;2016T1;104,6
Hombres;02 Aragón;De 35 a 44 años;2015T4;105,1
Hombres;02 Aragón;De 35 a 44 años;2015T3;106,2
Hombres;02 Aragón;De 35 a 44 años;2015T2;108,4
Hombres;02 Aragón;De 35 a 44 años;2015T1;106,8
Hombres;02 Aragón;De 35 a 44 años;2014T4;106,3
Hombres;02 Aragón;De 35 a 44 años;2014T3;107
Hombres;02 Aragón;De 35 a 44 años;2014T2;106,1
Hombres;02 Aragón;De 35 a 44 años;2014T1;106,2
Hombres;02 Aragón;De 35 a 44 años;2013T4;107,8
Hombres;02 Aragón;De 35 a 44 años;2013T3;107,8
Hombres;02 Aragón;De 35 a 44 años;2013T2;108,1
Hombres;02 Aragón;De 35 a 44 años;2013T1;109,5
Hombres;02 Aragón;De 35 a 44 años;2012T4;110,8
Hombres;02 Aragón;De 35 a 44 años;2012T3;110,3
Hombres;02 Aragón;De 35 a 44 años;2012T2;109,7
Hombres;02 Aragón;De 35 a 44 años;2012T1;109,7
Hombres;02 Aragón;De 35 a 44 años;2011T4;106,2
Hombres;02 Aragón;De 35 a 44 años;2011T3;105,9
Hombres;02 Aragón;De 35 a 44 años;2011T2;108,1
Hombres;02 Aragón;De 35 a 44 años;2011T1;108,2
Hombres;02 Aragón;De 35 a 44 años;2010T4;106,3
Hombres;02 Aragón;De 35 a 44 años;2010T3;106,5
Hombres;02 Aragón;De 35 a 44 años;2010T2;107,1
Hombres;02 Aragón;De 35 a 44 años;2010T1;108,5
Hombres;02 Aragón;De 35 a 44 años;2009T4;108,6
Hombres;02 Aragón;De 35 a 44 años;2009T3;108,3
Hombres;02 Aragón;De 35 a 44 años;2009T2;109,8
