Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Ambos sexos;12 Galicia;De 16 a 19 años;2014T3;9,1
Ambos sexos;12 Galicia;De 16 a 19 años;2014T2;9,2
Ambos sexos;12 Galicia;De 16 a 19 años;2014T1;8,7
Ambos sexos;12 Galicia;De 16 a 19 años;2013T4;6,6
Ambos sexos;12 Galicia;De 16 a 19 años;2013T3;8
Ambos sexos;12 Galicia;De 16 a 19 años;2013T2;8,4
Ambos sexos;12 Galicia;De 16 a 19 años;2013T1;8,5
Ambos sexos;12 Galicia;De 16 a 19 años;2012T4;9,9
Ambos sexos;12 Galicia;De 16 a 19 años;2012T3;12
Ambos sexos;12 Galicia;De 16 a 19 años;2012T2;13,1
Ambos sexos;12 Galicia;De 16 a 19 años;2012T1;12,8
Ambos sexos;12 Galicia;De 16 a 19 años;2011T4;13,3
Ambos sexos;12 Galicia;De 16 a 19 años;2011T3;16,4
Ambos sexos;12 Galicia;De 16 a 19 años;2011T2;14,5
Ambos sexos;12 Galicia;De 16 a 19 años;2011T1;15,1
Ambos sexos;12 Galicia;De 16 a 19 años;2010T4;13,3
Ambos sexos;12 Galicia;De 16 a 19 años;2010T3;20,6
Ambos sexos;12 Galicia;De 16 a 19 años;2010T2;17,9
Ambos sexos;12 Galicia;De 16 a 19 años;2010T1;16
Ambos sexos;12 Galicia;De 16 a 19 años;2009T4;14,9
Ambos sexos;12 Galicia;De 16 a 19 años;2009T3;21,1
Ambos sexos;12 Galicia;De 16 a 19 años;2009T2;19
Ambos sexos;12 Galicia;De 16 a 19 años;2009T1;19,8
Ambos sexos;12 Galicia;De 16 a 19 años;2008T4;19
Ambos sexos;12 Galicia;De 16 a 19 años;2008T3;26,8
Ambos sexos;12 Galicia;De 16 a 19 años;2008T2;19,9
Ambos sexos;12 Galicia;De 16 a 19 años;2008T1;20,7
Ambos sexos;12 Galicia;De 16 a 19 años;2007T4;22,6
Ambos sexos;12 Galicia;De 16 a 19 años;2007T3;29,9
Ambos sexos;12 Galicia;De 16 a 19 años;2007T2;24,1
Ambos sexos;12 Galicia;De 16 a 19 años;2007T1;21,4
Ambos sexos;12 Galicia;De 16 a 19 años;2006T4;16,9
Ambos sexos;12 Galicia;De 16 a 19 años;2006T3;22,4
Ambos sexos;12 Galicia;De 16 a 19 años;2006T2;18,7
Ambos sexos;12 Galicia;De 16 a 19 años;2006T1;19,1
Ambos sexos;12 Galicia;De 16 a 19 años;2005T4;17,6
Ambos sexos;12 Galicia;De 16 a 19 años;2005T3;25,9
Ambos sexos;12 Galicia;De 16 a 19 años;2005T2;18,1
Ambos sexos;12 Galicia;De 16 a 19 años;2005T1;21,4
Ambos sexos;12 Galicia;De 16 a 19 años;2004T4;16,7
Ambos sexos;12 Galicia;De 16 a 19 años;2004T3;19,1
Ambos sexos;12 Galicia;De 16 a 19 años;2004T2;19
Ambos sexos;12 Galicia;De 16 a 19 años;2004T1;16,7
Ambos sexos;12 Galicia;De 16 a 19 años;2003T4;22,1
Ambos sexos;12 Galicia;De 16 a 19 años;2003T3;25,4
Ambos sexos;12 Galicia;De 16 a 19 años;2003T2;22,7
Ambos sexos;12 Galicia;De 16 a 19 años;2003T1;23,1
Ambos sexos;12 Galicia;De 16 a 19 años;2002T4;23,3
Ambos sexos;12 Galicia;De 16 a 19 años;2002T3;25,1
Ambos sexos;12 Galicia;De 16 a 19 años;2002T2;21,8
Ambos sexos;12 Galicia;De 16 a 19 años;2002T1;23,3
Ambos sexos;12 Galicia;De 20 a 24 años;2023T3;58,7
Ambos sexos;12 Galicia;De 20 a 24 años;2023T2;53,9
Ambos sexos;12 Galicia;De 20 a 24 años;2023T1;50,5
Ambos sexos;12 Galicia;De 20 a 24 años;2022T4;47,7
Ambos sexos;12 Galicia;De 20 a 24 años;2022T3;53,1
Ambos sexos;12 Galicia;De 20 a 24 años;2022T2;48
Ambos sexos;12 Galicia;De 20 a 24 años;2022T1;46,8
Ambos sexos;12 Galicia;De 20 a 24 años;2021T4;45,7
Ambos sexos;12 Galicia;De 20 a 24 años;2021T3;49,9
Ambos sexos;12 Galicia;De 20 a 24 años;2021T2;43,5
Ambos sexos;12 Galicia;De 20 a 24 años;2021T1;37,1
Ambos sexos;12 Galicia;De 20 a 24 años;2020T4;40,7
Ambos sexos;12 Galicia;De 20 a 24 años;2020T3;47
Ambos sexos;12 Galicia;De 20 a 24 años;2020T2;41,5
Ambos sexos;12 Galicia;De 20 a 24 años;2020T1;48,1
Ambos sexos;12 Galicia;De 20 a 24 años;2019T4;49,9
Ambos sexos;12 Galicia;De 20 a 24 años;2019T3;53,4
Ambos sexos;12 Galicia;De 20 a 24 años;2019T2;46,3
Ambos sexos;12 Galicia;De 20 a 24 años;2019T1;43,4
Ambos sexos;12 Galicia;De 20 a 24 años;2018T4;48,5
Ambos sexos;12 Galicia;De 20 a 24 años;2018T3;51,3
Ambos sexos;12 Galicia;De 20 a 24 años;2018T2;48,5
Ambos sexos;12 Galicia;De 20 a 24 años;2018T1;48
Ambos sexos;12 Galicia;De 20 a 24 años;2017T4;49,7
Ambos sexos;12 Galicia;De 20 a 24 años;2017T3;57,8
Ambos sexos;12 Galicia;De 20 a 24 años;2017T2;54,3
Ambos sexos;12 Galicia;De 20 a 24 años;2017T1;53,9
Ambos sexos;12 Galicia;De 20 a 24 años;2016T4;54,4
Ambos sexos;12 Galicia;De 20 a 24 años;2016T3;58,5
Ambos sexos;12 Galicia;De 20 a 24 años;2016T2;55
Ambos sexos;12 Galicia;De 20 a 24 años;2016T1;53,8
Ambos sexos;12 Galicia;De 20 a 24 años;2015T4;53,5
Ambos sexos;12 Galicia;De 20 a 24 años;2015T3;61,3
Ambos sexos;12 Galicia;De 20 a 24 años;2015T2;55,5
Ambos sexos;12 Galicia;De 20 a 24 años;2015T1;54,4
Ambos sexos;12 Galicia;De 20 a 24 años;2014T4;55,2
Ambos sexos;12 Galicia;De 20 a 24 años;2014T3;65,2
Ambos sexos;12 Galicia;De 20 a 24 años;2014T2;65,2
Ambos sexos;12 Galicia;De 20 a 24 años;2014T1;62,1
Ambos sexos;12 Galicia;De 20 a 24 años;2013T4;63,7
Ambos sexos;12 Galicia;De 20 a 24 años;2013T3;71,8
Ambos sexos;12 Galicia;De 20 a 24 años;2013T2;65
Ambos sexos;12 Galicia;De 20 a 24 años;2013T1;64,8
Ambos sexos;12 Galicia;De 20 a 24 años;2012T4;68,4
Ambos sexos;12 Galicia;De 20 a 24 años;2012T3;75,5
Ambos sexos;12 Galicia;De 20 a 24 años;2012T2;69,1
Ambos sexos;12 Galicia;De 20 a 24 años;2012T1;71,6
Ambos sexos;12 Galicia;De 20 a 24 años;2011T4;70,9
Ambos sexos;12 Galicia;De 20 a 24 años;2011T3;74,5
Ambos sexos;12 Galicia;De 20 a 24 años;2011T2;71
Ambos sexos;12 Galicia;De 20 a 24 años;2011T1;71,3
Ambos sexos;12 Galicia;De 20 a 24 años;2010T4;77
Ambos sexos;12 Galicia;De 20 a 24 años;2010T3;77,1
Ambos sexos;12 Galicia;De 20 a 24 años;2010T2;74,2
Ambos sexos;12 Galicia;De 20 a 24 años;2010T1;79,9
Ambos sexos;12 Galicia;De 20 a 24 años;2009T4;85,4
Ambos sexos;12 Galicia;De 20 a 24 años;2009T3;91,4
Ambos sexos;12 Galicia;De 20 a 24 años;2009T2;86,8
Ambos sexos;12 Galicia;De 20 a 24 años;2009T1;90,5
Ambos sexos;12 Galicia;De 20 a 24 años;2008T4;86,4
Ambos sexos;12 Galicia;De 20 a 24 años;2008T3;99
Ambos sexos;12 Galicia;De 20 a 24 años;2008T2;90,3
Ambos sexos;12 Galicia;De 20 a 24 años;2008T1;86,5
Ambos sexos;12 Galicia;De 20 a 24 años;2007T4;86,2
Ambos sexos;12 Galicia;De 20 a 24 años;2007T3;96,7
Ambos sexos;12 Galicia;De 20 a 24 años;2007T2;93
Ambos sexos;12 Galicia;De 20 a 24 años;2007T1;87,4
Ambos sexos;12 Galicia;De 20 a 24 años;2006T4;92,2
Ambos sexos;12 Galicia;De 20 a 24 años;2006T3;102
Ambos sexos;12 Galicia;De 20 a 24 años;2006T2;99,1
Ambos sexos;12 Galicia;De 20 a 24 años;2006T1;103,7
Ambos sexos;12 Galicia;De 20 a 24 años;2005T4;104,8
Ambos sexos;12 Galicia;De 20 a 24 años;2005T3;113,3
Ambos sexos;12 Galicia;De 20 a 24 años;2005T2;113,5
Ambos sexos;12 Galicia;De 20 a 24 años;2005T1;113,5
Ambos sexos;12 Galicia;De 20 a 24 años;2004T4;112,9
Ambos sexos;12 Galicia;De 20 a 24 años;2004T3;115,2
Ambos sexos;12 Galicia;De 20 a 24 años;2004T2;110,9
Ambos sexos;12 Galicia;De 20 a 24 años;2004T1;111,6
Ambos sexos;12 Galicia;De 20 a 24 años;2003T4;110,6
Ambos sexos;12 Galicia;De 20 a 24 años;2003T3;118,5
Ambos sexos;12 Galicia;De 20 a 24 años;2003T2;110,5
Ambos sexos;12 Galicia;De 20 a 24 años;2003T1;110,3
Ambos sexos;12 Galicia;De 20 a 24 años;2002T4;105,7
Ambos sexos;12 Galicia;De 20 a 24 años;2002T3;110,6
Ambos sexos;12 Galicia;De 20 a 24 años;2002T2;105,6
Ambos sexos;12 Galicia;De 20 a 24 años;2002T1;107,4
Ambos sexos;12 Galicia;De 25 a 34 años;2023T3;214,6
Ambos sexos;12 Galicia;De 25 a 34 años;2023T2;212
Ambos sexos;12 Galicia;De 25 a 34 años;2023T1;208,2
Ambos sexos;12 Galicia;De 25 a 34 años;2022T4;205,7
Ambos sexos;12 Galicia;De 25 a 34 años;2022T3;208,5
Ambos sexos;12 Galicia;De 25 a 34 años;2022T2;210,7
Ambos sexos;12 Galicia;De 25 a 34 años;2022T1;207,8
Ambos sexos;12 Galicia;De 25 a 34 años;2021T4;206,1
Ambos sexos;12 Galicia;De 25 a 34 años;2021T3;209,3
Ambos sexos;12 Galicia;De 25 a 34 años;2021T2;206,5
Ambos sexos;12 Galicia;De 25 a 34 años;2021T1;206,2
Ambos sexos;12 Galicia;De 25 a 34 años;2020T4;210,3
Ambos sexos;12 Galicia;De 25 a 34 años;2020T3;210,5
Ambos sexos;12 Galicia;De 25 a 34 años;2020T2;203,1
Ambos sexos;12 Galicia;De 25 a 34 años;2020T1;218,8
Ambos sexos;12 Galicia;De 25 a 34 años;2019T4;221,4
Ambos sexos;12 Galicia;De 25 a 34 años;2019T3;222,8
Ambos sexos;12 Galicia;De 25 a 34 años;2019T2;223,4
Ambos sexos;12 Galicia;De 25 a 34 años;2019T1;225,8
Ambos sexos;12 Galicia;De 25 a 34 años;2018T4;230,3
Ambos sexos;12 Galicia;De 25 a 34 años;2018T3;231,3
Ambos sexos;12 Galicia;De 25 a 34 años;2018T2;232,3
Ambos sexos;12 Galicia;De 25 a 34 años;2018T1;231,9
Ambos sexos;12 Galicia;De 25 a 34 años;2017T4;236,5
Ambos sexos;12 Galicia;De 25 a 34 años;2017T3;239,2
Ambos sexos;12 Galicia;De 25 a 34 años;2017T2;242,9
Ambos sexos;12 Galicia;De 25 a 34 años;2017T1;241,5
Ambos sexos;12 Galicia;De 25 a 34 años;2016T4;251,1
Ambos sexos;12 Galicia;De 25 a 34 años;2016T3;257,3
Ambos sexos;12 Galicia;De 25 a 34 años;2016T2;256,3
Ambos sexos;12 Galicia;De 25 a 34 años;2016T1;260,3
Ambos sexos;12 Galicia;De 25 a 34 años;2015T4;263,3
Ambos sexos;12 Galicia;De 25 a 34 años;2015T3;271,7
Ambos sexos;12 Galicia;De 25 a 34 años;2015T2;274,6
Ambos sexos;12 Galicia;De 25 a 34 años;2015T1;280,4
Ambos sexos;12 Galicia;De 25 a 34 años;2014T4;281,4
Ambos sexos;12 Galicia;De 25 a 34 años;2014T3;285,2
Ambos sexos;12 Galicia;De 25 a 34 años;2014T2;290,1
Ambos sexos;12 Galicia;De 25 a 34 años;2014T1;297,8
Ambos sexos;12 Galicia;De 25 a 34 años;2013T4;302
Ambos sexos;12 Galicia;De 25 a 34 años;2013T3;306,3
Ambos sexos;12 Galicia;De 25 a 34 años;2013T2;309
Ambos sexos;12 Galicia;De 25 a 34 años;2013T1;312,2
Ambos sexos;12 Galicia;De 25 a 34 años;2012T4;323,2
Ambos sexos;12 Galicia;De 25 a 34 años;2012T3;327,2
Ambos sexos;12 Galicia;De 25 a 34 años;2012T2;330,5
Ambos sexos;12 Galicia;De 25 a 34 años;2012T1;335,9
Ambos sexos;12 Galicia;De 25 a 34 años;2011T4;336,3
Ambos sexos;12 Galicia;De 25 a 34 años;2011T3;339,1
Ambos sexos;12 Galicia;De 25 a 34 años;2011T2;343,2
Ambos sexos;12 Galicia;De 25 a 34 años;2011T1;342,4
Ambos sexos;12 Galicia;De 25 a 34 años;2010T4;340,1
Ambos sexos;12 Galicia;De 25 a 34 años;2010T3;350,1
Ambos sexos;12 Galicia;De 25 a 34 años;2010T2;347,9
Ambos sexos;12 Galicia;De 25 a 34 años;2010T1;350,9
Ambos sexos;12 Galicia;De 25 a 34 años;2009T4;358,3
Ambos sexos;12 Galicia;De 25 a 34 años;2009T3;359
Ambos sexos;12 Galicia;De 25 a 34 años;2009T2;364,6
Ambos sexos;12 Galicia;De 25 a 34 años;2009T1;374,8
Ambos sexos;12 Galicia;De 25 a 34 años;2008T4;376,9
Ambos sexos;12 Galicia;De 25 a 34 años;2008T3;370,1
Ambos sexos;12 Galicia;De 25 a 34 años;2008T2;369,8
Ambos sexos;12 Galicia;De 25 a 34 años;2008T1;372,2
Ambos sexos;12 Galicia;De 25 a 34 años;2007T4;372,1
Ambos sexos;12 Galicia;De 25 a 34 años;2007T3;372,2
Ambos sexos;12 Galicia;De 25 a 34 años;2007T2;369,8
Ambos sexos;12 Galicia;De 25 a 34 años;2007T1;373
Ambos sexos;12 Galicia;De 25 a 34 años;2006T4;376,5
Ambos sexos;12 Galicia;De 25 a 34 años;2006T3;370,6
Ambos sexos;12 Galicia;De 25 a 34 años;2006T2;367,6
Ambos sexos;12 Galicia;De 25 a 34 años;2006T1;368
Ambos sexos;12 Galicia;De 25 a 34 años;2005T4;368,2
Ambos sexos;12 Galicia;De 25 a 34 años;2005T3;372,7
Ambos sexos;12 Galicia;De 25 a 34 años;2005T2;369,1
Ambos sexos;12 Galicia;De 25 a 34 años;2005T1;358,6
Ambos sexos;12 Galicia;De 25 a 34 años;2004T4;368,8
Ambos sexos;12 Galicia;De 25 a 34 años;2004T3;364,7
Ambos sexos;12 Galicia;De 25 a 34 años;2004T2;362,6
Ambos sexos;12 Galicia;De 25 a 34 años;2004T1;364,6
Ambos sexos;12 Galicia;De 25 a 34 años;2003T4;357,4
Ambos sexos;12 Galicia;De 25 a 34 años;2003T3;356,8
Ambos sexos;12 Galicia;De 25 a 34 años;2003T2;352,6
Ambos sexos;12 Galicia;De 25 a 34 años;2003T1;352,5
Ambos sexos;12 Galicia;De 25 a 34 años;2002T4;347,7
Ambos sexos;12 Galicia;De 25 a 34 años;2002T3;347,5
Ambos sexos;12 Galicia;De 25 a 34 años;2002T2;342,1
Ambos sexos;12 Galicia;De 25 a 34 años;2002T1;343,2
Ambos sexos;12 Galicia;De 35 a 44 años;2023T3;317,7
Ambos sexos;12 Galicia;De 35 a 44 años;2023T2;319,3
Ambos sexos;12 Galicia;De 35 a 44 años;2023T1;324,9
Ambos sexos;12 Galicia;De 35 a 44 años;2022T4;330,7
Ambos sexos;12 Galicia;De 35 a 44 años;2022T3;333,2
Ambos sexos;12 Galicia;De 35 a 44 años;2022T2;332,3
Ambos sexos;12 Galicia;De 35 a 44 años;2022T1;335,2
Ambos sexos;12 Galicia;De 35 a 44 años;2021T4;338,1
Ambos sexos;12 Galicia;De 35 a 44 años;2021T3;343,6
Ambos sexos;12 Galicia;De 35 a 44 años;2021T2;345,1
Ambos sexos;12 Galicia;De 35 a 44 años;2021T1;349,5
Ambos sexos;12 Galicia;De 35 a 44 años;2020T4;351,4
Ambos sexos;12 Galicia;De 35 a 44 años;2020T3;353,5
Ambos sexos;12 Galicia;De 35 a 44 años;2020T2;349
Ambos sexos;12 Galicia;De 35 a 44 años;2020T1;360
Ambos sexos;12 Galicia;De 35 a 44 años;2019T4;365,6
Ambos sexos;12 Galicia;De 35 a 44 años;2019T3;366,6
Ambos sexos;12 Galicia;De 35 a 44 años;2019T2;369,4
Ambos sexos;12 Galicia;De 35 a 44 años;2019T1;370,1
Ambos sexos;12 Galicia;De 35 a 44 años;2018T4;370,6
Ambos sexos;12 Galicia;De 35 a 44 años;2018T3;375
Ambos sexos;12 Galicia;De 35 a 44 años;2018T2;377,8
Ambos sexos;12 Galicia;De 35 a 44 años;2018T1;375,6
Ambos sexos;12 Galicia;De 35 a 44 años;2017T4;376,5
Ambos sexos;12 Galicia;De 35 a 44 años;2017T3;380,6
Ambos sexos;12 Galicia;De 35 a 44 años;2017T2;383,6
Ambos sexos;12 Galicia;De 35 a 44 años;2017T1;385,9
Ambos sexos;12 Galicia;De 35 a 44 años;2016T4;387,6
Ambos sexos;12 Galicia;De 35 a 44 años;2016T3;387,3
Ambos sexos;12 Galicia;De 35 a 44 años;2016T2;389,2
Ambos sexos;12 Galicia;De 35 a 44 años;2016T1;390,5
Ambos sexos;12 Galicia;De 35 a 44 años;2015T4;391,5
Ambos sexos;12 Galicia;De 35 a 44 años;2015T3;385
Ambos sexos;12 Galicia;De 35 a 44 años;2015T2;389
Ambos sexos;12 Galicia;De 35 a 44 años;2015T1;389,9
Ambos sexos;12 Galicia;De 35 a 44 años;2014T4;392
Ambos sexos;12 Galicia;De 35 a 44 años;2014T3;390,5
Ambos sexos;12 Galicia;De 35 a 44 años;2014T2;391,8
Ambos sexos;12 Galicia;De 35 a 44 años;2014T1;389,8
Ambos sexos;12 Galicia;De 35 a 44 años;2013T4;392,3
Ambos sexos;12 Galicia;De 35 a 44 años;2013T3;390,5
Ambos sexos;12 Galicia;De 35 a 44 años;2013T2;395,1
Ambos sexos;12 Galicia;De 35 a 44 años;2013T1;393,4
Ambos sexos;12 Galicia;De 35 a 44 años;2012T4;389,9
Ambos sexos;12 Galicia;De 35 a 44 años;2012T3;387,9
Ambos sexos;12 Galicia;De 35 a 44 años;2012T2;387,3
Ambos sexos;12 Galicia;De 35 a 44 años;2012T1;387,3
Ambos sexos;12 Galicia;De 35 a 44 años;2011T4;386,6
Ambos sexos;12 Galicia;De 35 a 44 años;2011T3;381,6
Ambos sexos;12 Galicia;De 35 a 44 años;2011T2;383,7
Ambos sexos;12 Galicia;De 35 a 44 años;2011T1;380,8
Ambos sexos;12 Galicia;De 35 a 44 años;2010T4;375,3
Ambos sexos;12 Galicia;De 35 a 44 años;2010T3;372,8
Ambos sexos;12 Galicia;De 35 a 44 años;2010T2;373,4
Ambos sexos;12 Galicia;De 35 a 44 años;2010T1;372,2
Ambos sexos;12 Galicia;De 35 a 44 años;2009T4;367,5
Ambos sexos;12 Galicia;De 35 a 44 años;2009T3;365,2
Ambos sexos;12 Galicia;De 35 a 44 años;2009T2;368
Ambos sexos;12 Galicia;De 35 a 44 años;2009T1;369,5
Ambos sexos;12 Galicia;De 35 a 44 años;2008T4;371,3
Ambos sexos;12 Galicia;De 35 a 44 años;2008T3;365,3
Ambos sexos;12 Galicia;De 35 a 44 años;2008T2;364,5
Ambos sexos;12 Galicia;De 35 a 44 años;2008T1;352,4
Ambos sexos;12 Galicia;De 35 a 44 años;2007T4;350
Ambos sexos;12 Galicia;De 35 a 44 años;2007T3;348,8
Ambos sexos;12 Galicia;De 35 a 44 años;2007T2;353,9
Ambos sexos;12 Galicia;De 35 a 44 años;2007T1;341,7
Ambos sexos;12 Galicia;De 35 a 44 años;2006T4;344,4
Ambos sexos;12 Galicia;De 35 a 44 años;2006T3;344,1
Ambos sexos;12 Galicia;De 35 a 44 años;2006T2;339,5
Ambos sexos;12 Galicia;De 35 a 44 años;2006T1;342
Ambos sexos;12 Galicia;De 35 a 44 años;2005T4;332,1
Ambos sexos;12 Galicia;De 35 a 44 años;2005T3;325,4
Ambos sexos;12 Galicia;De 35 a 44 años;2005T2;328
Ambos sexos;12 Galicia;De 35 a 44 años;2005T1;324,9
Ambos sexos;12 Galicia;De 35 a 44 años;2004T4;334,2
Ambos sexos;12 Galicia;De 35 a 44 años;2004T3;329,4
Ambos sexos;12 Galicia;De 35 a 44 años;2004T2;330,4
Ambos sexos;12 Galicia;De 35 a 44 años;2004T1;335,2
Ambos sexos;12 Galicia;De 35 a 44 años;2003T4;337,4
Ambos sexos;12 Galicia;De 35 a 44 años;2003T3;326,9
Ambos sexos;12 Galicia;De 35 a 44 años;2003T2;328,7
Ambos sexos;12 Galicia;De 35 a 44 años;2003T1;329,2
Ambos sexos;12 Galicia;De 35 a 44 años;2002T4;322,7
Ambos sexos;12 Galicia;De 35 a 44 años;2002T3;313,1
Ambos sexos;12 Galicia;De 35 a 44 años;2002T2;312,2
Ambos sexos;12 Galicia;De 35 a 44 años;2002T1;310,8
Ambos sexos;12 Galicia;De 45 a 54 años;2023T3;378,2
Ambos sexos;12 Galicia;De 45 a 54 años;2023T2;378,8
Ambos sexos;12 Galicia;De 45 a 54 años;2023T1;376,8
Ambos sexos;12 Galicia;De 45 a 54 años;2022T4;379,8
Ambos sexos;12 Galicia;De 45 a 54 años;2022T3;379,1
Ambos sexos;12 Galicia;De 45 a 54 años;2022T2;379,1
Ambos sexos;12 Galicia;De 45 a 54 años;2022T1;373
Ambos sexos;12 Galicia;De 45 a 54 años;2021T4;368,2
Ambos sexos;12 Galicia;De 45 a 54 años;2021T3;368,1
Ambos sexos;12 Galicia;De 45 a 54 años;2021T2;365,4
Ambos sexos;12 Galicia;De 45 a 54 años;2021T1;363,3
Ambos sexos;12 Galicia;De 45 a 54 años;2020T4;362,3
Ambos sexos;12 Galicia;De 45 a 54 años;2020T3;358
Ambos sexos;12 Galicia;De 45 a 54 años;2020T2;348,2
Ambos sexos;12 Galicia;De 45 a 54 años;2020T1;356,8
Ambos sexos;12 Galicia;De 45 a 54 años;2019T4;358,9
Ambos sexos;12 Galicia;De 45 a 54 años;2019T3;359,8
Ambos sexos;12 Galicia;De 45 a 54 años;2019T2;355,9
Ambos sexos;12 Galicia;De 45 a 54 años;2019T1;354,7
Ambos sexos;12 Galicia;De 45 a 54 años;2018T4;351,7
Ambos sexos;12 Galicia;De 45 a 54 años;2018T3;351,3
Ambos sexos;12 Galicia;De 45 a 54 años;2018T2;351,4
Ambos sexos;12 Galicia;De 45 a 54 años;2018T1;346,6
Ambos sexos;12 Galicia;De 45 a 54 años;2017T4;346,2
Ambos sexos;12 Galicia;De 45 a 54 años;2017T3;343,7
Ambos sexos;12 Galicia;De 45 a 54 años;2017T2;342,9
Ambos sexos;12 Galicia;De 45 a 54 años;2017T1;343,2
Ambos sexos;12 Galicia;De 45 a 54 años;2016T4;339,9
Ambos sexos;12 Galicia;De 45 a 54 años;2016T3;339,6
Ambos sexos;12 Galicia;De 45 a 54 años;2016T2;337,7
Ambos sexos;12 Galicia;De 45 a 54 años;2016T1;328,8
Ambos sexos;12 Galicia;De 45 a 54 años;2015T4;331,9
Ambos sexos;12 Galicia;De 45 a 54 años;2015T3;328,3
Ambos sexos;12 Galicia;De 45 a 54 años;2015T2;332
Ambos sexos;12 Galicia;De 45 a 54 años;2015T1;329,8
Ambos sexos;12 Galicia;De 45 a 54 años;2014T4;328,9
Ambos sexos;12 Galicia;De 45 a 54 años;2014T3;328,1
Ambos sexos;12 Galicia;De 45 a 54 años;2014T2;327,5
Ambos sexos;12 Galicia;De 45 a 54 años;2014T1;329,9
Ambos sexos;12 Galicia;De 45 a 54 años;2013T4;326,5
Ambos sexos;12 Galicia;De 45 a 54 años;2013T3;323,5
Ambos sexos;12 Galicia;De 45 a 54 años;2013T2;322,6
Ambos sexos;12 Galicia;De 45 a 54 años;2013T1;322,1
Ambos sexos;12 Galicia;De 45 a 54 años;2012T4;322,8
Ambos sexos;12 Galicia;De 45 a 54 años;2012T3;319,9
Ambos sexos;12 Galicia;De 45 a 54 años;2012T2;320,8
Ambos sexos;12 Galicia;De 45 a 54 años;2012T1;321,1
Ambos sexos;12 Galicia;De 45 a 54 años;2011T4;325,4
Ambos sexos;12 Galicia;De 45 a 54 años;2011T3;318,6
Ambos sexos;12 Galicia;De 45 a 54 años;2011T2;316,5
Ambos sexos;12 Galicia;De 45 a 54 años;2011T1;317,8
Ambos sexos;12 Galicia;De 45 a 54 años;2010T4;313,1
Ambos sexos;12 Galicia;De 45 a 54 años;2010T3;313,5
Ambos sexos;12 Galicia;De 45 a 54 años;2010T2;306,9
Ambos sexos;12 Galicia;De 45 a 54 años;2010T1;304,1
Ambos sexos;12 Galicia;De 45 a 54 años;2009T4;303,1
Ambos sexos;12 Galicia;De 45 a 54 años;2009T3;297,6
Ambos sexos;12 Galicia;De 45 a 54 años;2009T2;300,9
Ambos sexos;12 Galicia;De 45 a 54 años;2009T1;295,2
Ambos sexos;12 Galicia;De 45 a 54 años;2008T4;294,1
Ambos sexos;12 Galicia;De 45 a 54 años;2008T3;290,8
Ambos sexos;12 Galicia;De 45 a 54 años;2008T2;293,4
Ambos sexos;12 Galicia;De 45 a 54 años;2008T1;295,2
Ambos sexos;12 Galicia;De 45 a 54 años;2007T4;295,1
Ambos sexos;12 Galicia;De 45 a 54 años;2007T3;293,2
Ambos sexos;12 Galicia;De 45 a 54 años;2007T2;288,2
Ambos sexos;12 Galicia;De 45 a 54 años;2007T1;286,1
Ambos sexos;12 Galicia;De 45 a 54 años;2006T4;282,1
Ambos sexos;12 Galicia;De 45 a 54 años;2006T3;277,8
Ambos sexos;12 Galicia;De 45 a 54 años;2006T2;266,7
Ambos sexos;12 Galicia;De 45 a 54 años;2006T1;268,4
Ambos sexos;12 Galicia;De 45 a 54 años;2005T4;262,1
Ambos sexos;12 Galicia;De 45 a 54 años;2005T3;267,4
Ambos sexos;12 Galicia;De 45 a 54 años;2005T2;256,8
Ambos sexos;12 Galicia;De 45 a 54 años;2005T1;259,1
Ambos sexos;12 Galicia;De 45 a 54 años;2004T4;267,2
Ambos sexos;12 Galicia;De 45 a 54 años;2004T3;260,6
Ambos sexos;12 Galicia;De 45 a 54 años;2004T2;264,1
Ambos sexos;12 Galicia;De 45 a 54 años;2004T1;264
Ambos sexos;12 Galicia;De 45 a 54 años;2003T4;254,4
Ambos sexos;12 Galicia;De 45 a 54 años;2003T3;253,9
Ambos sexos;12 Galicia;De 45 a 54 años;2003T2;248,9
Ambos sexos;12 Galicia;De 45 a 54 años;2003T1;247,1
Ambos sexos;12 Galicia;De 45 a 54 años;2002T4;241,1
Ambos sexos;12 Galicia;De 45 a 54 años;2002T3;236,1
Ambos sexos;12 Galicia;De 45 a 54 años;2002T2;237,7
Ambos sexos;12 Galicia;De 45 a 54 años;2002T1;237,1
Ambos sexos;12 Galicia;55 y más años;2023T3;281,2
Ambos sexos;12 Galicia;55 y más años;2023T2;278,9
Ambos sexos;12 Galicia;55 y más años;2023T1;272,2
Ambos sexos;12 Galicia;55 y más años;2022T4;265,7
Ambos sexos;12 Galicia;55 y más años;2022T3;264,2
Ambos sexos;12 Galicia;55 y más años;2022T2;265,8
Ambos sexos;12 Galicia;55 y más años;2022T1;261,6
Ambos sexos;12 Galicia;55 y más años;2021T4;261,3
Ambos sexos;12 Galicia;55 y más años;2021T3;260,7
Ambos sexos;12 Galicia;55 y más años;2021T2;263,6
Ambos sexos;12 Galicia;55 y más años;2021T1;256,9
Ambos sexos;12 Galicia;55 y más años;2020T4;253,4
Ambos sexos;12 Galicia;55 y más años;2020T3;249,5
Ambos sexos;12 Galicia;55 y más años;2020T2;244,1
Ambos sexos;12 Galicia;55 y más años;2020T1;249,2
